State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Area_safe,Yield,Production_imputed,Production_was_imputed,Production_filled,Yield_filled,area_outlier,yield_outlier,Year,Crop_top,District_top,State_top,Season_top
Tamil Nadu,ARIYALUR,2008,Whole Year,Onion,21,,21,,183.40735502121643,True,183.40735502121643,8.733683572438878,False,False,2008.0,Onion,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2008,Whole Year,Ragi,13,,13,,26.569388273882737,True,26.569388273882737,2.0437990979909797,False,False,2008.0,Ragi,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2008,Whole Year,Sugarcane,8608,,8608,,907179.7729842714,True,907179.7729842714,105.3879847797713,False,True,2008.0,Sugarcane,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2008,Whole Year,Sunflower,221,,221,,345.0076791631067,True,345.0076791631067,1.5611207201950528,False,False,2008.0,Sunflower,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2008,Whole Year,Sweet potato,2,,2,,29.5,True,29.5,14.75,False,True,2008.0,Sweet potato,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2008,Whole Year,Tapioca,258,,258,,9582.265060240963,True,9582.265060240963,37.140562248995984,False,True,2008.0,Tapioca,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2008,Whole Year,Turmeric,10,,10,,54.611288604898824,True,54.611288604898824,5.461128860489882,False,False,2008.0,Turmeric,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2008,Whole Year,Urad,1192,,1192,,556.4619164619164,True,556.4619164619164,0.4668304668304668,False,False,2008.0,Urad,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2009,Kharif,Rice,25978,80462.0,25978,3.0973131110940026,80462.0,False,80462.0,3.0973131110940026,True,False,2009.0,Rice,ARIYALUR,Tamil Nadu,Kharif
Tamil Nadu,ARIYALUR,2009,Kharif,Small millets,404,649.0,404,1.6064356435643565,649.0,False,649.0,1.6064356435643565,False,False,2009.0,Small millets,ARIYALUR,Tamil Nadu,Kharif
Tamil Nadu,ARIYALUR,2009,Whole Year,Arhar/Tur,160,122.0,160,0.7625,122.0,False,122.0,0.7625,False,False,2009.0,Arhar/Tur,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2009,Whole Year,Bajra,644,1082.0,644,1.6801242236024845,1082.0,False,1082.0,1.6801242236024845,False,False,2009.0,Bajra,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2009,Whole Year,Banana,134,5761.0,134,42.992537313432834,5761.0,False,5761.0,42.992537313432834,False,True,2009.0,Banana,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2009,Whole Year,Cashewnut,31188,9975.0,31188,0.3198345517506733,9975.0,False,9975.0,0.3198345517506733,True,False,2009.0,Cashewnut,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2009,Whole Year,Castor seed,21,6.0,21,0.2857142857142857,6.0,False,6.0,0.2857142857142857,False,False,2009.0,Castor seed,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2009,Whole Year,Coconut,336,5200.0,336,15.476190476190476,5200.0,False,5200.0,15.476190476190476,False,True,2009.0,Coconut,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2009,Whole Year,Coriander,338,134.0,338,0.39644970414201186,134.0,False,134.0,0.39644970414201186,False,False,2009.0,Coriander,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2009,Whole Year,Cotton(lint),4074,11033.0,4074,2.7081492390770743,11033.0,False,11033.0,2.7081492390770743,False,False,2009.0,Cotton(lint),ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2009,Whole Year,Dry chillies,1676,608.0,1676,0.3627684964200477,608.0,False,608.0,0.3627684964200477,False,False,2009.0,Dry chillies,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2009,Whole Year,Groundnut,13878,27002.0,13878,1.9456694048133736,27002.0,False,27002.0,1.9456694048133736,True,False,2009.0,Groundnut,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2009,Whole Year,Jowar,4959,7043.0,4959,1.420246017342206,7043.0,False,7043.0,1.420246017342206,False,False,2009.0,Jowar,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2009,Whole Year,Maize,9979,23891.0,9979,2.394127668103016,23891.0,False,23891.0,2.394127668103016,False,False,2009.0,Maize,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2009,Whole Year,Moong(Green Gram),13,11.0,13,0.8461538461538461,11.0,False,11.0,0.8461538461538461,False,False,2009.0,Moong(Green Gram),ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2009,Whole Year,Onion,47,458.0,47,9.74468085106383,458.0,False,458.0,9.74468085106383,False,False,2009.0,Onion,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2009,Whole Year,Ragi,47,130.0,47,2.765957446808511,130.0,False,130.0,2.765957446808511,False,False,2009.0,Ragi,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2009,Whole Year,Sesamum,1652,452.0,1652,0.2736077481840194,452.0,False,452.0,0.2736077481840194,False,False,2009.0,Sesamum,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2009,Whole Year,Sugarcane,6970,809944.0,6970,116.20430416068866,809944.0,False,809944.0,116.20430416068866,False,True,2009.0,Sugarcane,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2009,Whole Year,Sunflower,111,148.0,111,1.3333333333333333,148.0,False,148.0,1.3333333333333333,False,False,2009.0,Sunflower,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2009,Whole Year,Sweet potato,2,29.0,2,14.5,29.0,False,29.0,14.5,False,True,2009.0,Sweet potato,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2009,Whole Year,Tapioca,257,8858.0,257,34.46692607003891,8858.0,False,8858.0,34.46692607003891,False,True,2009.0,Tapioca,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2009,Whole Year,Turmeric,21,106.0,21,5.0476190476190474,106.0,False,106.0,5.0476190476190474,False,False,2009.0,Turmeric,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2009,Whole Year,Urad,1046,400.0,1046,0.3824091778202677,400.0,False,400.0,0.3824091778202677,False,False,2009.0,Urad,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2010,Kharif,Arhar/Tur,209,138.0,209,0.6602870813397129,138.0,False,138.0,0.6602870813397129,False,False,2010.0,Arhar/Tur,ARIYALUR,Tamil Nadu,Kharif
Tamil Nadu,ARIYALUR,2010,Kharif,Castor seed,27,7.0,27,0.25925925925925924,7.0,False,7.0,0.25925925925925924,False,False,2010.0,Castor seed,ARIYALUR,Tamil Nadu,Kharif
Tamil Nadu,ARIYALUR,2010,Kharif,Cotton(lint),5684,9361.0,5684,1.6469035890218156,9361.0,False,9361.0,1.6469035890218156,False,False,2010.0,Cotton(lint),ARIYALUR,Tamil Nadu,Kharif
Tamil Nadu,ARIYALUR,2010,Kharif,Groundnut,12058,37266.0,12058,3.090562282302206,37266.0,False,37266.0,3.090562282302206,True,False,2010.0,Groundnut,ARIYALUR,Tamil Nadu,Kharif
Tamil Nadu,ARIYALUR,2010,Kharif,Maize,9996,8630.0,9996,0.863345338135254,8630.0,False,8630.0,0.863345338135254,False,False,2010.0,Maize,ARIYALUR,Tamil Nadu,Kharif
Tamil Nadu,ARIYALUR,2010,Kharif,Moong(Green Gram),4,2.0,4,0.5,2.0,False,2.0,0.5,False,False,2010.0,Moong(Green Gram),ARIYALUR,Tamil Nadu,Kharif
Tamil Nadu,ARIYALUR,2010,Kharif,Ragi,42,109.0,42,2.5952380952380953,109.0,False,109.0,2.5952380952380953,False,False,2010.0,Ragi,ARIYALUR,Tamil Nadu,Kharif
Tamil Nadu,ARIYALUR,2010,Kharif,Rice,25211,97869.0,25211,3.8819959541469995,97869.0,False,97869.0,3.8819959541469995,True,False,2010.0,Rice,ARIYALUR,Tamil Nadu,Kharif
Tamil Nadu,ARIYALUR,2010,Kharif,Sunflower,202,245.0,202,1.2128712871287128,245.0,False,245.0,1.2128712871287128,False,False,2010.0,Sunflower,ARIYALUR,Tamil Nadu,Kharif
Tamil Nadu,ARIYALUR,2010,Kharif,Urad,1526,741.0,1526,0.4855832241153342,741.0,False,741.0,0.4855832241153342,False,False,2010.0,Urad,ARIYALUR,Tamil Nadu,Kharif
Tamil Nadu,ARIYALUR,2010,Whole Year,Sugarcane,7500,739006.0,7500,98.53413333333333,739006.0,False,739006.0,98.53413333333333,False,True,2010.0,Sugarcane,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2011,Kharif,Bajra,590,1499.0,590,2.5406779661016947,1499.0,False,1499.0,2.5406779661016947,False,False,2011.0,Bajra,ARIYALUR,Tamil Nadu,Kharif
Tamil Nadu,ARIYALUR,2011,Kharif,Cotton(lint),7661,36179.0,7661,4.7224905364834875,36179.0,False,36179.0,4.7224905364834875,False,False,2011.0,Cotton(lint),ARIYALUR,Tamil Nadu,Kharif
Tamil Nadu,ARIYALUR,2011,Kharif,Groundnut,9999,35766.0,9999,3.576957695769577,35766.0,False,35766.0,3.576957695769577,False,False,2011.0,Groundnut,ARIYALUR,Tamil Nadu,Kharif
Tamil Nadu,ARIYALUR,2011,Kharif,Jowar,1659,2114.0,1659,1.2742616033755274,2114.0,False,2114.0,1.2742616033755274,False,False,2011.0,Jowar,ARIYALUR,Tamil Nadu,Kharif
Tamil Nadu,ARIYALUR,2011,Kharif,Maize,11778,60881.0,11778,5.169043980302258,60881.0,False,60881.0,5.169043980302258,True,False,2011.0,Maize,ARIYALUR,Tamil Nadu,Kharif
Tamil Nadu,ARIYALUR,2011,Kharif,Ragi,14,37.0,14,2.642857142857143,37.0,False,37.0,2.642857142857143,False,False,2011.0,Ragi,ARIYALUR,Tamil Nadu,Kharif
Tamil Nadu,ARIYALUR,2011,Kharif,Rice,24097,97257.0,24097,4.0360625804042,97257.0,False,97257.0,4.0360625804042,True,False,2011.0,Rice,ARIYALUR,Tamil Nadu,Kharif
Tamil Nadu,ARIYALUR,2011,Rabi,Bajra,6,18.0,6,3.0,18.0,False,18.0,3.0,False,False,2011.0,Bajra,ARIYALUR,Tamil Nadu,Rabi
Tamil Nadu,ARIYALUR,2011,Rabi,Cotton(lint),150,413.0,150,2.7533333333333334,413.0,False,413.0,2.7533333333333334,False,False,2011.0,Cotton(lint),ARIYALUR,Tamil Nadu,Rabi
Tamil Nadu,ARIYALUR,2011,Rabi,Groundnut,3028,18093.0,3028,5.975231175693527,18093.0,False,18093.0,5.975231175693527,False,False,2011.0,Groundnut,ARIYALUR,Tamil Nadu,Rabi
Tamil Nadu,ARIYALUR,2011,Rabi,Jowar,15,22.0,15,1.4666666666666666,22.0,False,22.0,1.4666666666666666,False,False,2011.0,Jowar,ARIYALUR,Tamil Nadu,Rabi
Tamil Nadu,ARIYALUR,2011,Rabi,Maize,357,2374.0,357,6.649859943977591,2374.0,False,2374.0,6.649859943977591,False,False,2011.0,Maize,ARIYALUR,Tamil Nadu,Rabi
Tamil Nadu,ARIYALUR,2011,Rabi,Ragi,3,9.0,3,3.0,9.0,False,9.0,3.0,False,False,2011.0,Ragi,ARIYALUR,Tamil Nadu,Rabi
Tamil Nadu,ARIYALUR,2011,Whole Year,Arhar/Tur,192,167.0,192,0.8697916666666666,167.0,False,167.0,0.8697916666666666,False,False,2011.0,Arhar/Tur,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2011,Whole Year,Banana,144,6292.0,144,43.69444444444444,6292.0,False,6292.0,43.69444444444444,False,True,2011.0,Banana,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2011,Whole Year,Cashewnut,29930,6468.0,29930,0.21610424323421315,6468.0,False,6468.0,0.21610424323421315,True,False,2011.0,Cashewnut,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2011,Whole Year,Castor seed,38,8.0,38,0.21052631578947367,8.0,False,8.0,0.21052631578947367,False,False,2011.0,Castor seed,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2011,Whole Year,Coconut,323,2600000.0,323,8049.5356037151705,2600000.0,False,2600000.0,8049.5356037151705,False,True,2011.0,Coconut,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2011,Whole Year,Coriander,75,35.0,75,0.4666666666666667,35.0,False,35.0,0.4666666666666667,False,False,2011.0,Coriander,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2011,Whole Year,Dry chillies,735,509.0,735,0.6925170068027211,509.0,False,509.0,0.6925170068027211,False,False,2011.0,Dry chillies,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2011,Whole Year,Moong(Green Gram),6,4.0,6,0.6666666666666666,4.0,False,4.0,0.6666666666666666,False,False,2011.0,Moong(Green Gram),ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2011,Whole Year,Onion,26,329.0,26,12.653846153846153,329.0,False,329.0,12.653846153846153,False,True,2011.0,Onion,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2011,Whole Year,Small millets,259,705.0,259,2.722007722007722,705.0,False,705.0,2.722007722007722,False,False,2011.0,Small millets,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2011,Whole Year,Sugarcane,7967,880259.0,7967,110.48813857160788,880259.0,False,880259.0,110.48813857160788,False,True,2011.0,Sugarcane,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2011,Whole Year,Sunflower,228,418.0,228,1.8333333333333333,418.0,False,418.0,1.8333333333333333,False,False,2011.0,Sunflower,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2011,Whole Year,Tapioca,273,10282.0,273,37.663003663003664,10282.0,False,10282.0,37.663003663003664,False,True,2011.0,Tapioca,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2011,Whole Year,Turmeric,100,548.0,100,5.48,548.0,False,548.0,5.48,False,False,2011.0,Turmeric,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2011,Whole Year,Urad,1496,1163.0,1496,0.7774064171122995,1163.0,False,1163.0,0.7774064171122995,False,False,2011.0,Urad,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2012,Kharif,Arhar/Tur,99,78.0,99,0.7878787878787878,78.0,False,78.0,0.7878787878787878,False,False,2012.0,Arhar/Tur,ARIYALUR,Tamil Nadu,Kharif
Tamil Nadu,ARIYALUR,2012,Kharif,Castor seed,65,14.0,65,0.2153846153846154,14.0,False,14.0,0.2153846153846154,False,False,2012.0,Castor seed,ARIYALUR,Tamil Nadu,Kharif
Tamil Nadu,ARIYALUR,2012,Kharif,Cotton(lint),8634,15664.0,8634,1.81422283993514,15664.0,False,15664.0,1.81422283993514,False,False,2012.0,Cotton(lint),ARIYALUR,Tamil Nadu,Kharif
Tamil Nadu,ARIYALUR,2012,Kharif,Groundnut,9108,23014.0,9108,2.5267896354852875,23014.0,False,23014.0,2.5267896354852875,False,False,2012.0,Groundnut,ARIYALUR,Tamil Nadu,Kharif
Tamil Nadu,ARIYALUR,2012,Kharif,Horse-gram,1,,1,,0.40213793890516225,True,0.40213793890516225,0.40213793890516225,False,False,2012.0,Horse-gram,ARIYALUR,Tamil Nadu,Kharif
Tamil Nadu,ARIYALUR,2012,Kharif,Maize,14743,35469.0,14743,2.4058197110493116,35469.0,False,35469.0,2.4058197110493116,True,False,2012.0,Maize,ARIYALUR,Tamil Nadu,Kharif
Tamil Nadu,ARIYALUR,2012,Kharif,Moong(Green Gram),2,1.0,2,0.5,1.0,False,1.0,0.5,False,False,2012.0,Moong(Green Gram),ARIYALUR,Tamil Nadu,Kharif
Tamil Nadu,ARIYALUR,2012,Kharif,Ragi,8,15.0,8,1.875,15.0,False,15.0,1.875,False,False,2012.0,Ragi,ARIYALUR,Tamil Nadu,Kharif
Tamil Nadu,ARIYALUR,2012,Kharif,Rice,17523,36392.0,17523,2.0768133310506194,36392.0,False,36392.0,2.0768133310506194,True,False,2012.0,Rice,ARIYALUR,Tamil Nadu,Kharif
Tamil Nadu,ARIYALUR,2012,Kharif,Sunflower,754,922.0,754,1.2228116710875332,922.0,False,922.0,1.2228116710875332,False,False,2012.0,Sunflower,ARIYALUR,Tamil Nadu,Kharif
Tamil Nadu,ARIYALUR,2012,Kharif,Urad,1703,924.0,1703,0.5425719318849089,924.0,False,924.0,0.5425719318849089,False,False,2012.0,Urad,ARIYALUR,Tamil Nadu,Kharif
Tamil Nadu,ARIYALUR,2012,Whole Year,Sugarcane,7804,707584.0,7804,90.6694003075346,707584.0,False,707584.0,90.6694003075346,False,True,2012.0,Sugarcane,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2013,Kharif,Bajra,777,2888.0,777,3.716859716859717,2888.0,False,2888.0,3.716859716859717,False,False,2013.0,Bajra,ARIYALUR,Tamil Nadu,Kharif
Tamil Nadu,ARIYALUR,2013,Kharif,Castor seed,31,10.0,31,0.3225806451612903,10.0,False,10.0,0.3225806451612903,False,False,2013.0,Castor seed,ARIYALUR,Tamil Nadu,Kharif
Tamil Nadu,ARIYALUR,2013,Kharif,Cotton(lint),8815,29867.0,8815,3.388201928530913,29867.0,False,29867.0,3.388201928530913,False,False,2013.0,Cotton(lint),ARIYALUR,Tamil Nadu,Kharif
Tamil Nadu,ARIYALUR,2013,Kharif,Groundnut,6436,21168.0,6436,3.2889993784959604,21168.0,False,21168.0,3.2889993784959604,False,False,2013.0,Groundnut,ARIYALUR,Tamil Nadu,Kharif
Tamil Nadu,ARIYALUR,2013,Kharif,Horse-gram,1,,1,,0.40213793890516225,True,0.40213793890516225,0.40213793890516225,False,False,2013.0,Horse-gram,ARIYALUR,Tamil Nadu,Kharif
Tamil Nadu,ARIYALUR,2013,Kharif,Jowar,809,1004.0,809,1.2410383189122374,1004.0,False,1004.0,1.2410383189122374,False,False,2013.0,Jowar,ARIYALUR,Tamil Nadu,Kharif
Tamil Nadu,ARIYALUR,2013,Kharif,Maize,17153,91257.0,17153,5.320177228473153,91257.0,False,91257.0,5.320177228473153,True,False,2013.0,Maize,ARIYALUR,Tamil Nadu,Kharif
Tamil Nadu,ARIYALUR,2013,Kharif,Moong(Green Gram),23,13.0,23,0.5652173913043478,13.0,False,13.0,0.5652173913043478,False,False,2013.0,Moong(Green Gram),ARIYALUR,Tamil Nadu,Kharif
Tamil Nadu,ARIYALUR,2013,Kharif,Onion,36,419.0,36,11.63888888888889,419.0,False,419.0,11.63888888888889,False,True,2013.0,Onion,ARIYALUR,Tamil Nadu,Kharif
Tamil Nadu,ARIYALUR,2013,Kharif,Ragi,38,104.0,38,2.736842105263158,104.0,False,104.0,2.736842105263158,False,False,2013.0,Ragi,ARIYALUR,Tamil Nadu,Kharif
Tamil Nadu,ARIYALUR,2013,Kharif,Rice,24437,131658.0,24437,5.387649875189262,131658.0,False,131658.0,5.387649875189262,True,False,2013.0,Rice,ARIYALUR,Tamil Nadu,Kharif
Tamil Nadu,ARIYALUR,2013,Kharif,Sunflower,76,137.0,76,1.8026315789473684,137.0,False,137.0,1.8026315789473684,False,False,2013.0,Sunflower,ARIYALUR,Tamil Nadu,Kharif
Tamil Nadu,ARIYALUR,2013,Kharif,Urad,1951,1639.0,1951,0.8400820092260379,1639.0,False,1639.0,0.8400820092260379,False,False,2013.0,Urad,ARIYALUR,Tamil Nadu,Kharif
Tamil Nadu,ARIYALUR,2013,Rabi,Bajra,95,190.0,95,2.0,190.0,False,190.0,2.0,False,False,2013.0,Bajra,ARIYALUR,Tamil Nadu,Rabi
Tamil Nadu,ARIYALUR,2013,Rabi,Cotton(lint),303,727.0,303,2.3993399339933994,727.0,False,727.0,2.3993399339933994,False,False,2013.0,Cotton(lint),ARIYALUR,Tamil Nadu,Rabi
Tamil Nadu,ARIYALUR,2013,Rabi,Groundnut,3571,21760.0,3571,6.09353122374685,21760.0,False,21760.0,6.09353122374685,False,False,2013.0,Groundnut,ARIYALUR,Tamil Nadu,Rabi
Tamil Nadu,ARIYALUR,2013,Rabi,Horse-gram,1,1.0,1,1.0,1.0,False,1.0,1.0,False,False,2013.0,Horse-gram,ARIYALUR,Tamil Nadu,Rabi
Tamil Nadu,ARIYALUR,2013,Rabi,Jowar,63,136.0,63,2.1587301587301586,136.0,False,136.0,2.1587301587301586,False,False,2013.0,Jowar,ARIYALUR,Tamil Nadu,Rabi
Tamil Nadu,ARIYALUR,2013,Rabi,Maize,615,3076.0,615,5.001626016260163,3076.0,False,3076.0,5.001626016260163,False,False,2013.0,Maize,ARIYALUR,Tamil Nadu,Rabi
Tamil Nadu,ARIYALUR,2013,Rabi,Onion,7,59.0,7,8.428571428571429,59.0,False,59.0,8.428571428571429,False,False,2013.0,Onion,ARIYALUR,Tamil Nadu,Rabi
Tamil Nadu,ARIYALUR,2013,Rabi,Ragi,11,44.0,11,4.0,44.0,False,44.0,4.0,False,False,2013.0,Ragi,ARIYALUR,Tamil Nadu,Rabi
Tamil Nadu,ARIYALUR,2013,Rabi,Sunflower,1,1.0,1,1.0,1.0,False,1.0,1.0,False,False,2013.0,Sunflower,ARIYALUR,Tamil Nadu,Rabi
Tamil Nadu,ARIYALUR,2013,Rabi,Urad,1485,1267.0,1485,0.8531986531986532,1267.0,False,1267.0,0.8531986531986532,False,False,2013.0,Urad,ARIYALUR,Tamil Nadu,Rabi
Tamil Nadu,ARIYALUR,2013,Whole Year,Arhar/Tur,236,228.0,236,0.9661016949152542,228.0,False,228.0,0.9661016949152542,False,False,2013.0,Arhar/Tur,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2013,Whole Year,Banana,131,5441.0,131,41.534351145038165,5441.0,False,5441.0,41.534351145038165,False,True,2013.0,Banana,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2013,Whole Year,Cashewnut,30152,6600.0,30152,0.21889095250729637,6600.0,False,6600.0,0.21889095250729637,True,False,2013.0,Cashewnut,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2013,Whole Year,Coconut,331,1700000.0,331,5135.95166163142,1700000.0,False,1700000.0,5135.95166163142,False,True,2013.0,Coconut,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2013,Whole Year,Coriander,14,5.0,14,0.35714285714285715,5.0,False,5.0,0.35714285714285715,False,False,2013.0,Coriander,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2013,Whole Year,Dry chillies,212,58.0,212,0.27358490566037735,58.0,False,58.0,0.27358490566037735,False,False,2013.0,Dry chillies,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2013,Whole Year,Small millets,187,491.0,187,2.625668449197861,491.0,False,491.0,2.625668449197861,False,False,2013.0,Small millets,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2013,Whole Year,Sugarcane,9875,1112304.0,9875,112.63837974683544,1112304.0,False,1112304.0,112.63837974683544,False,True,2013.0,Sugarcane,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2013,Whole Year,Tapioca,189,5655.0,189,29.92063492063492,5655.0,False,5655.0,29.92063492063492,False,True,2013.0,Tapioca,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,ARIYALUR,2013,Whole Year,Turmeric,61,224.0,61,3.6721311475409837,224.0,False,224.0,3.6721311475409837,False,False,2013.0,Turmeric,ARIYALUR,Tamil Nadu,Whole Year
Tamil Nadu,COIMBATORE,1997,Kharif,Banana,5619,183740.0,5619,32.69976864210714,183740.0,False,183740.0,32.69976864210714,False,True,1997.0,Banana,COIMBATORE,Tamil Nadu,Kharif
